day,stage,motor_b,throttle,throttle_name,price,ema30,p_kash,price_over_pkash,supply,tokens_burned_total,vault_core_usd,vault_sociedad_usd,r_op_usd,burned_total_usd,recirculated_total_usd,staking_total_usd,om_total_usd,deferred_queue_usd,fee_total_usd,users,buy_pressure,sell_pressure,lp_depth_usd,burn_cap_hit,jaguar_lock_hit
71,1,0,1,NORMAL,0.005117139240356644,0.0047848296010025914,0.0004490907251602473,11.394444270766703,7742451911.082681,2257548088.9173193,3483206.68807,1501340.244745,1802.866293,4970000.0,0.0,2130000.0,2130000.0,0.0,200000.0,0.0,100000.0,158474.8341587122,300000.0,False,False
72,1,0,1,NORMAL,0.005126232630689731,0.0048068556029178915,0.00045622824336509835,11.236114171448707,7728796658.767184,2271203341.2328157,3532325.234732,1522632.200408,1853.672005,5040000.0,0.0,2160000.0,2160000.0,0.0,200000.0,0.0,100000.0,158476.8179631019,300000.0,False,False
73,1,0,1,NORMAL,0.0051353324885273785,0.004828047660053987,0.00046338978601932507,11.082101167230338,7715165603.688203,2284834396.311797,3581445.429893,1543928.23946,1905.184217,5110000.0,0.0,2190000.0,2190000.0,0.0,200000.0,0.0,100000.0,158478.4385125524,300000.0,False,False
74,1,0,1,NORMAL,0.005144440568824726,0.004848460105781132,0.000470575417314882,10.932233983192459,7701558681.990206,2298441318.009794,3630567.273609,1565228.362684,1957.402952,5180000.0,0.0,2220000.0,2220000.0,0.0,200000.0,0.0,100000.0,158479.76231595592,300000.0,False,False
75,1,0,1,NORMAL,0.005153558312964616,0.0048681438610832925,0.00047778520139563606,10.78634980303031,7687975833.839656,2312024166.160344,3679690.765935,1586532.570863,2010.328234,5250000.0,0.0,2250000.0,2250000.0,0.0,200000.0,0.0,100000.0,158480.8437072588,300000.0,False,False
76,1,0,1,NORMAL,0.005162686905703752,0.004887146638155581,0.0004850192023903245,10.644293834677958,7674417002.696387,2325582997.3036127,3728815.906925,1607840.86478,2063.960087,5320000.0,0.0,2280000.0,2280000.0,0.0,200000.0,0.0,100000.0,158481.72707342176,300000.0,False,False
77,1,0,1,NORMAL,0.005171827321784242,0.004905513133873559,0.0004922774844406591,10.50591888771966,7660882134.719424,2339117865.2805758,3777942.696636,1629153.245219,2118.298534,5390000.0,0.0,2310000.0,2310000.0,0.0,200000.0,0.0,100000.0,158482.4486749235,300000.0,False,False
78,1,0,1,NORMAL,0.005180980364084275,0.004923285213241992,0.000499560111723761,10.371084965544993,7647371178.282443,2352628821.717557,3827071.135123,1650469.712964,2173.343599,5460000.0,0.0,2340000.0,2340000.0,0.0,200000.0,0.0,100000.0,158483.0381332428,300000.0,False,False
79,1,0,1,NORMAL,0.005190146694842537,0.004940502083022673,0.000506867148471741,10.239658874108112,7633884083.578634,2366115916.4213657,3876201.222441,1671790.268799,2229.095307,5530000.0,0.0,2370000.0,2370000.0,0.0,200000.0,0.0,100000.0,158483.51964618143,300000.0,False,False
80,1,0,1,NORMAL,0.005199326861213044,0.004957200455809149,0.0005141986589880038,10.11151384845277,7620420802.298474,2379579197.7015257,3925332.958646,1693114.913508,2285.55368,5600000.0,0.0,2400000.0,2400000.0,0.0,200000.0,0.0,100000.0,158483.91298078682,300000.0,False,False
81,1,0,1,NORMAL,0.0052085213161793065,0.004973414704865288,0.0005215547076605297,9.986529197564902,7606981287.366941,2393018712.6330585,3974466.343793,1714443.647874,2342.718743,5670000.0,0.0,2430000.0,2430000.0,0.0,200000.0,0.0,100000.0,158484.23428454847,300000.0,False,False
82,1,0,1,NORMAL,0.005217730435670208,0.004989177010078509,0.0005289353589733514,9.864589967661976,7593565492.729209,2406434507.270791,4023601.377937,1735776.472683,2400.590519,5740000.0,0.0,2460000.0,2460000.0,0.0,200000.0,0.0,100000.0,158484.49674811127,300000.0,False,False
83,1,0,1,NORMAL,0.005226954532567184,0.00500451749540036,0.0005363406775160656,9.745586623738072,7580173373.175871,2419826626.824129,4072738.061133,1757113.388718,2459.169031,5810000.0,0.0,2490000.0,2490000.0,0.0,200000.0,0.0,100000.0,158484.71114667293,300000.0,False,False
84,1,0,1,NORMAL,0.005236193868167155,0.005019464358159508,0.0005437707279919449,9.62941474893941,7566804884.200404,2433195115.799596,4121876.393437,1778454.396765,2518.454304,5880000.0,0.0,2520000.0,2520000.0,0.0,200000.0,0.0,100000.0,158484.8862822668,300000.0,False,False
85,1,0,1,NORMAL,0.005245448661563254,0.005034043990637169,0.0005512255752243779,9.51597476120022,7553459981.882909,2446540018.117091,4171016.374904,1799799.497608,2578.446361,5950000.0,0.0,2550000.0,2550000.0,0.0,200000.0,0.0,100000.0,158485.02934506975,300000.0,False,False
86,1,0,1,NORMAL,0.0052547190973215065,0.005048281094294223,0.0005587052841627698,9.405171646435742,7540138622.795288,2459861377.204712,4220158.00559,1821148.692032,2639.145226,6020000.0,0.0,2580000.0,2580000.0,0.0,200000.0,0.0,100000.0,158485.1462085572,300000.0,False,False
87,1,0,1,NORMAL,0.005264005331762957,0.005062198787034142,0.0005662099198868947,9.296914707560205,7526840763.923903,2473159236.0760965,4269301.285549,1842501.980822,2700.550923,6090000.0,0.0,2610000.0,2610000.0,0.0,200000.0,0.0,100000.0,158485.24167061553,300000.0,False,False
88,1,0,1,NORMAL,0.00527330749810456,0.005075818703877396,0.0005737395476115667,9.191117328510698,7513566362.606483,2486433637.3935165,4318446.214838,1863859.364763,2762.663475,6160000.0,0.0,2640000.0,2640000.0,0.0,200000.0,0.0,100000.0,158485.31965050477,300000.0,False,False
89,1,0,1,NORMAL,0.0052826257106661275,0.005089161091412152,0.0005812942326893705,9.087696752513686,7500315376.480652,2499684623.519348,4367592.793512,1885220.844641,2825.482906,6230000.0,0.0,2670000.0,2670000.0,0.0,200000.0,0.0,100000.0,158485.3833497559,300000.0,False,False
90,2,0,1,NORMAL,0.005291960068313002,0.005102244896373498,0.0005888740406138032,8.986573873755777,7487087763.441933,2512912236.5580673,4416741.021626,1906586.421241,2889.00924,6300000.0,0.0,2700000.0,2700000.0,0.0,200000.0,5493.471315296591,100000.0,158485.43538360475,300000.0,False,False
91,2,0,1,NORMAL,0.005072686964745302,0.0051003379330426465,0.0005940554667400213,8.539079679852993,7478398334.914341,2521601665.085659,4447745.415835,1920178.22924,2952.981513,6344078.750823,0.0,2718890.893223,2718890.893207,0.0,125939.288076,5548.068998728782,62969.644046,158485.47788835844,300000.0,False,False
92,2,0,2,CONSERVADOR,0.003550880875321711,0.0050003729615767795,0.0005988920270071841,5.929083566308884,7465983945.542294,2534016054.4577065,4478753.137564,1933773.624167,3017.399772,6388160.768623,0.0,2737783.186576,2737783.186546,0.0,125948.62229200001,5603.203160921434,62974.311153,455226.8850083154,300000.0,False,False
93,2,0,2,CONSERVADOR,0.002741875065422816,0.004854663419889427,0.0006040415091011065,4.539216302374796,7449954334.75723,2550045665.24277,4509764.20939,1947372.616339,3082.264066,6432111.958743,0.0,2756676.893816,2756676.893773,134.126748,125958.04820300001,5658.8789505461755,62844.89736000001,318129.83529222076,300000.0,False,False
