day,stage,motor_b,throttle,throttle_name,price,ema30,p_kash,price_over_pkash,supply,tokens_burned_total,vault_core_usd,vault_sociedad_usd,r_op_usd,burned_total_usd,recirculated_total_usd,staking_total_usd,om_total_usd,deferred_queue_usd,fee_total_usd,users,buy_pressure,sell_pressure,lp_depth_usd,burn_cap_hit,jaguar_lock_hit
71,1,0,1,NORMAL,0.007776797478645198,0.007429760800939723,0.0005909821656217154,13.15910687501708,8238898451.800042,1761101548.1999578,4876489.363317,2101876.342664,2524.012831,6958000.0,0.0,2982000.0,2982000.0,0.0,280000.0,0.0,140000.0,256288.97836604321,300000.0,False,False
72,1,0,1,NORMAL,0.007788692282489129,0.007452917670717104,0.000600232586622494,12.976123682847785,8226316108.520115,1773683891.479885,4945255.328644,2131685.080592,2595.140828,7056000.0,0.0,3024000.0,3024000.0,0.0,280000.0,0.0,140000.0,256288.9788270896,300000.0,False,False
73,1,0,1,NORMAL,0.0078006052767861725,0.007475349129173173,0.000609510203075822,12.798153726420542,8213752980.849544,1786247019.1504564,5014023.60187,2161499.535264,2667.257924,7154000.0,0.0,3066000.0,3066000.0,0.0,280000.0,0.0,140000.0,256288.9791509865,300000.0,False,False
74,1,0,1,NORMAL,0.007812536490226934,0.007497103152466964,0.000618815076971829,12.624993767859655,8201209039.439146,1798790960.560854,5082794.183072,2191319.707777,2740.364153,7252000.0,0.0,3108000.0,3108000.0,0.0,280000.0,0.0,140000.0,256288.97937853241,300000.0,False,False
75,1,0,1,NORMAL,0.007824485951288663,0.007518224623358687,0.0006281472704273733,12.456451408226464,8188684254.98556,1811315745.0144396,5151567.072328,2221145.599227,2814.459548,7350000.0,0.0,3150000.0,3150000.0,0.0,280000.0,0.0,140000.0,256288.97953838925,300000.0,False,False
76,1,0,1,NORMAL,0.007836453688311172,0.007538755530774977,0.0006375068456860662,12.29234437455775,8176178598.230876,1823821401.769124,5220342.269715,2250977.210711,2889.544142,7448000.0,0.0,3192000.0,3192000.0,0.0,280000.0,0.0,140000.0,256288.97965069275,300000.0,False,False
77,1,0,1,NORMAL,0.007848439729550273,0.0075587351565024165,0.0006468938651187776,12.132499862414377,8163692039.962356,1836307960.0376444,5289119.775311,2280814.543326,2965.617968,7546000.0,0.0,3234000.0,3234000.0,0.0,280000.0,0.0,140000.0,256288.97972958887,300000.0,False,False
78,1,0,1,NORMAL,0.007860444103215389,0.007578200249838738,0.0006563083912236487,11.976753928987636,8151224551.012219,1848775448.9877806,5357899.589193,2310657.598169,3042.68106,7644000.0,0.0,3276000.0,3276000.0,0.0,280000.0,0.0,140000.0,256288.97978501546,300000.0,False,False
79,1,0,1,NORMAL,0.007872466837496052,0.0075971851909779195,0.0006657504866264683,11.82495093227479,8138776102.257474,1861223897.742526,5426681.711438,2340506.376338,3120.733451,7742000.0,0.0,3318000.0,3318000.0,0.0,280000.0,0.0,140000.0,256288.97982395403,300000.0,False,False
80,1,0,1,NORMAL,0.007884507960580552,0.007615722143855508,0.0006752202140811698,11.676943012302555,8126346664.619772,1873653335.380228,5495466.142125,2370360.87893,3199.775174,7840000.0,0.0,3360000.0,3360000.0,0.0,280000.0,0.0,140000.0,256288.97985130936,300000.0,False,False
