day,stage,motor_b,throttle,throttle_name,price,ema30,p_kash,price_over_pkash,supply,tokens_burned_total,vault_core_usd,vault_sociedad_usd,r_op_usd,burned_total_usd,recirculated_total_usd,staking_total_usd,om_total_usd,deferred_queue_usd,fee_total_usd,users,buy_pressure,sell_pressure,lp_depth_usd,burn_cap_hit,kash_lock_hit
77,1,0,1,NORMAL,0.0023905519325363284,0.002310152270934928,0.00022623989072440926,10.566447521177173,8334776730.618805,1665223269.381195,1888971.348283,814576.622586,1059.149248,2695000.0,0.0,1155000.0,1155000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
78,1,0,1,NORMAL,0.002394751205190078,0.002315610266693325,0.00022958450230543034,10.430805133371736,8320161433.662635,1679838566.3373652,1913535.567526,825234.856458,1086.67178,2730000.0,0.0,1170000.0,1170000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
79,1,0,1,NORMAL,0.00239895785433734,0.002320987530412294,0.00023294026523855858,10.29859673200132,8305571765.096045,1694428234.9039555,1938100.611185,835895.134375,1114.547633,2765000.0,0.0,1185000.0,1185000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
80,1,0,1,NORMAL,0.0024031718929357526,0.0023262897473492914,0.00023630720855788114,10.169693542578152,8291007679.978836,1708992320.021164,1962666.479287,846557.456729,1142.776819,2800000.0,0.0,1200000.0,1200000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
81,1,0,1,NORMAL,0.002407393333965715,0.0023315222368084157,0.0002396853613655165,10.043973149843211,8276469133.449614,1723530866.5503864,1987233.17186,857221.823912,1171.35935,2835000.0,0.0,1215000.0,1215000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
82,1,0,1,NORMAL,0.00241162219043043,0.0023366899757517718,0.00024307475283164451,9.921319110013613,8261956080.725649,1738043919.2743511,2011800.688932,867888.236316,1200.295238,2870000.0,0.0,1230000.0,1230000.0,0.0,100000.0,0.0,50000.0,79698.8664825584,60000.0,False,False
83,1,0,1,NORMAL,0.00241585847535594,0.0023417976208875246,0.0002464754121944141,9.801620591064745,8247468477.10274,1752531522.8972597,2036369.030529,878556.694333,1229.584494,2905000.0,0.0,1245000.0,1245000.0,0.0,100000.0,0.0,50000.0,79698.8664825584,60000.0,False,False
84,1,0,1,NORMAL,0.002420102201791169,0.002346849529332921,0.00024988736876081866,9.684772038668292,8233006277.955078,1766993722.0449219,2060938.196681,889227.198356,1259.22713,2940000.0,0.0,1260000.0,1260000.0,0.0,100000.0,0.0,50000.0,79698.8664825584,60000.0,False,False
85,1,0,1,NORMAL,0.0024243533828079643,0.0023518497779442143,0.00025331065190587956,9.570672865777315,8218569438.735104,1781430561.2648964,2085508.187414,899899.748777,1289.223158,2975000.0,0.0,1275000.0,1275000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
86,1,0,1,NORMAL,0.002428612031501135,0.0023568021813994994,0.0002567452910736441,9.459227163798378,8204157914.973374,1795842085.0266256,2110079.002757,910574.345989,1319.57259,3010000.0,0.0,1290000.0,1290000.0,0.0,100000.0,0.0,50000.0,79698.8664825584,60000.0,False,False
87,1,0,1,NORMAL,0.002432878160988492,0.0023617103091149185,0.0002601913157766086,9.350343433741957,8189771662.278427,1810228337.7215729,2134650.642736,921250.990384,1350.275438,3045000.0,0.0,1305000.0,1305000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
88,1,0,1,NORMAL,0.0024371517844108894,0.0023665775010694974,0.0002636487555965993,9.24393433565034,8175410636.336639,1824589363.6633606,2159223.10738,931929.682354,1381.331714,3080000.0,0.0,1320000.0,1320000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
89,1,0,1,NORMAL,0.002441432914932265,0.002371406882609031,0.00026711764018443827,9.139916454961622,8161074792.912094,1838925207.087906,2183796.396717,942610.422293,1412.741429,3115000.0,0.0,1335000.0,1335000.0,0.0,100000.0,0.0,50000.0,79698.86648255841,60000.0,False,False
90,2,0,1,NORMAL,0.00244572156573968,0.0023762013782948795,0.0002705979992599716,9.038210084435997,8146764087.846444,1853235912.1535559,2208370.510773,953293.210593,1444.504596,3150000.0,0.0,1350000.0,1350000.0,0.0,100000.0,5493.471315296591,50000.0,79698.86648255841,60000.0,False,False
91,2,0,1,NORMAL,0.0021892172287911373,0.002364137884778509,0.0002729903248140943,8.019394937465233,8136621763.671853,1863378236.328147,2223987.774525,960138.436675,1476.492387,3172203.750823,0.0,1359515.893223,1359515.893207,0.0,63439.288076000004,5548.068998728782,31719.644046,79698.8664825584,60000.0,False,False
92,2,0,2,CONSERVADOR,0.0015324520601537961,0.0023104807348027214,0.00027525033293034887,5.567484855836951,8122130597.274275,1877869402.7257252,2239607.849379,966985.95582,1508.704843,3194410.768623,0.0,1369033.186576,1369033.186546,0.0,63448.62229199999,5603.203160921434,31724.311153,213753.99059024823,60000.0,False,False
93,2,0,3,DEFENSIVO,0.0010727164421076572,0.0022306249739836854,0.00027766492189288837,3.8633487975174146,8101550890.230142,1898449109.7698584,2255230.757896,973835.778097,1541.142004,3216486.958743,0.0,1378551.893816,1378551.893773,134.126748,63458.04820299999,5658.8789505461755,31594.897360000003,149361.30919957373,60000.0,False,False
