day,stage,motor_b,throttle,throttle_name,price,ema30,p_kash,price_over_pkash,supply,tokens_burned_total,vault_core_usd,vault_sociedad_usd,r_op_usd,burned_total_usd,recirculated_total_usd,staking_total_usd,om_total_usd,deferred_queue_usd,fee_total_usd,users,buy_pressure,sell_pressure,lp_depth_usd,burn_cap_hit,kash_lock_hit
78,1,0,0,ACELERADO,0.0009792083715184582,0.0007833719325984296,0.00022446014323990909,4.36250444013953,5602947288.768033,4397052711.231967,1262933.474553,544655.005254,717.203357,1801800.0,0.0,772200.0,772200.0,0.0,66000.0,0.0,33000.0,32628.63385048973,300000.0,False,False
79,1,0,0,ACELERADO,0.0009917420719809346,0.000796815167397301,0.0002282988465608529,4.344052048097345,5579654942.247067,4420345057.752933,1279146.403367,551690.788679,735.60142,1824900.0,0.0,782100.0,782100.0,0.0,66000.0,0.0,33000.0,32918.717342029835,300000.0,False,False
80,1,0,0,ACELERADO,0.0010041090461568496,0.0008101889660269493,0.00023215770324899805,4.3251162124045655,5556649472.782955,4443350527.217045,1295359.876314,558727.921432,754.232683,1848000.0,0.0,792000.0,792000.0,0.0,66000.0,0.0,33000.0,33201.471320176606,300000.0,False,False
81,1,0,0,ACELERADO,0.0010163075914081617,0.0008234869418579953,0.00023603682395951462,4.305716262232372,5533920133.559981,4466079866.440019,1311573.893412,565766.403773,773.097153,1871100.0,0.0,801900.0,801900.0,0.0,66000.0,0.0,33000.0,33476.89201166433,300000.0,False,False
82,1,0,0,ACELERADO,0.0010283364502337152,0.0008367030391725578,0.0002399363240945133,4.285872320977308,5511456668.421942,4488543331.578058,1327788.454679,572806.23596,792.194838,1894200.0,0.0,811800.0,811800.0,0.0,66000.0,0.0,33000.0,33744.99025190087,300000.0,False,False
83,1,0,0,ACELERADO,0.0010401947917034456,0.000849831539335841,0.00024385632347134452,4.265605160022346,5489249289.396162,4510750710.603838,1344003.560133,579847.418251,811.525747,1917300.0,0.0,821700.0,821700.0,0.0,66000.0,0.0,33000.0,34005.79071613175,300000.0,False,False
84,1,0,0,ACELERADO,0.001051882191905964,0.0008628670653081069,0.0002477969460087372,4.2449360609507885,5467288655.232232,4532711344.767768,1360219.209793,586889.950906,831.089887,1940400.0,0.0,831600.0,831600.0,0.0,66000.0,0.0,33000.0,34259.33112715036,300000.0,False,False
85,1,0,0,ACELERADO,0.0010633986136141817,0.0008758045845536601,0.0002517583194294565,4.223886686343048,5445565850.910069,4554434149.089931,1376435.403677,593933.834184,850.887265,1963500.0,0.0,841500.0,841500.0,0.0,66000.0,0.0,33000.0,34505.661446689744,300000.0,False,False
86,1,0,0,ACELERADO,0.0010747443853641302,0.0008886394104124002,0.0002557405749799643,4.202478959188739,5424072368.073987,4575927631.926013,1392652.141803,600979.068343,870.91789,1986600.0,0.0,851400.0,851400.0,0.0,66000.0,0.0,33000.0,34744.843057214995,300000.0,False,False
87,1,0,0,ACELERADO,0.0010859201801312573,0.0009013672020071653,0.00025974384716575416,4.18073495091602,5402800086.351395,4597199913.648605,1408869.424189,608025.653643,891.18177,2009700.0,0.0,861300.0,861300.0,0.0,66000.0,0.0,33000.0,34976.94794037744,300000.0,False,False
88,1,0,0,ACELERADO,0.001096926993776492,0.0009139839627664767,0.0002637682735021177,4.158676777962401,5381741255.516654,4618258744.483346,1425087.250854,615073.590343,911.678912,2032800.0,0.0,871200.0,871200.0,0.0,66000.0,0.0,33000.0,35202.05785790327,300000.0,False,False
89,1,0,1,NORMAL,0.0011077661234215987,0.0009264860376474523,0.0002678139942790008,4.136326506775297,5360888478.462369,4639111521.537631,1441305.621816,622122.878702,932.409324,2055900.0,0.0,881100.0,881100.0,0.0,66000.0,0.0,33000.0,35420.263540180844,300000.0,False,False
90,2,0,1,NORMAL,0.0011184391459000023,0.0009388701091476169,0.00027188115234045174,4.1137060670519885,5340234694.942112,4659765305.057888,1457524.537093,629173.51898,953.373014,2079000.0,0.0,891000.0,891000.0,0.0,66000.0,549.8816827478415,33000.0,35631.663887290626,300000.0,False,False
91,2,0,1,NORMAL,0.0011128341718677618,0.0009500935970650456,0.0002748367436719763,4.0490734863164946,5327244798.588787,4672755201.411213,1467692.714002,633631.694254,974.482954,2093455.600551,0.0,897195.257389,897195.257376,0.0,41301.715867,555.3978543618113,20650.85794,35836.36518669969,300000.0,False,False
92,2,0,1,NORMAL,0.0011076033948220479,0.0009602555195009813,0.000277415702704237,3.9925764260104057,5314193392.109194,4685806607.890806,1477861.359278,638090.779002,995.73915,2107911.382675,0.0,903390.592595,903390.592571,0.0,41302.234649,560.9692581252148,20651.11733,35570.04032264637,300000.0,False,False
93,2,0,1,NORMAL,0.0011027256704912506,0.0009694471421455149,0.0002800105988648267,3.9381568946380643,5301084088.587168,4698915911.412832,1488030.474208,642550.773947,1017.141609,2122367.348191,0.0,909586.006396,909586.006363,0.0,41302.758624999995,566.5964449746552,20651.379316999995,35316.111851046226,300000.0,False,False
