iteracion,vault_final_usd,supply_final,precio_luka_final,precio_kash_final,dia_activacion_b2,espiral_muerte,ruina_total,r_op_final
871,183859943.01,3300000000.0,0.05571513,0.05571513,472,0,0,1827256.25
872,128420301.69,3300000000.0,0.03891524,0.03891524,530,0,0,1821863.11
873,978075189.52,3300000000.0,0.29638642,0.29638642,495,0,0,2387435.59
874,168481761.43,3300000000.0,0.05105508,0.05105508,493,0,0,1962125.86
875,98995384.59,3300000000.0,0.0299986,0.0299986,548,0,0,1910218.73
876,310749093.95,3300000000.0,0.09416639,0.09416639,492,0,0,1985343.27
877,1523447925.6,3300000000.0,0.46165089,0.46165089,438,0,0,2606551.46
878,488184569.01,3300000000.0,0.14793472,0.14793472,452,0,0,2180843.74
879,151530381.16,3300000000.0,0.0459183,0.0459183,414,0,0,1905564.85
880,194172369.47,3494364654.0,0.05556729,0.05556729,416,0,0,1853162.16
881,206228284.77,3300000000.0,0.06249342,0.06249342,418,0,0,2025193.5
882,139386368.89,3300000000.0,0.04223829,0.04223829,484,0,0,1872881.08
883,327197217.54,3300000000.0,0.09915067,0.09915067,436,0,0,2223865.58
884,152046351.53,3300000000.0,0.04607465,0.04607465,406,0,0,1847481.99
885,142865887.89,3300000000.0,0.04329269,0.04329269,568,0,0,1821180.58
886,294872110.35,3300000000.0,0.08935518,0.08935518,475,0,0,2513523.23
887,378067407.48,3300000000.0,0.11456588,0.11456588,403,0,0,2345354.0
888,241779717.68,3996733538.0,0.06049433,0.06049433,373,0,0,1895833.24
889,181677067.46,3300000000.0,0.05505366,0.05505366,580,0,0,1808652.35
890,236383859.92,3300000000.0,0.07163147,0.07163147,440,0,0,2029353.23
891,296631801.27,3300000000.0,0.08988842,0.08988842,466,0,0,1847128.98
892,119505713.01,3300000000.0,0.03621385,0.03621385,340,0,0,1891056.84
893,404393703.88,3300000000.0,0.12254355,0.12254355,390,0,0,1928245.74
894,96524923.26,3300000000.0,0.02924998,0.02924998,513,0,0,1843542.67
895,420678954.66,3300000000.0,0.12747847,0.12747847,391,0,0,2482451.45
896,139438740.98,3300000000.0,0.04225416,0.04225416,535,0,0,1826523.14
897,134072461.58,3300000000.0,0.04062802,0.04062802,518,0,0,1869199.59
898,305204772.92,3300000000.0,0.09248629,0.09248629,467,0,0,1979575.83
899,98910540.68,3300000000.0,0.02997289,0.02997289,630,0,0,1782197.76
900,310882547.4,3300000000.0,0.09420683,0.09420683,489,0,0,1862453.58
901,369506755.21,3300000000.0,0.11197174,0.11197174,474,0,0,2076799.57
902,272703060.2,3300000000.0,0.08263729,0.08263729,366,0,0,1976025.2
903,178606226.74,3762133216.0,0.04747472,0.04747472,335,0,0,2104617.88
904,596762288.2,3300000000.0,0.18083706,0.18083706,459,0,0,2358674.45
905,162133052.54,3300000000.0,0.04913123,0.04913123,495,0,0,1851922.7
906,130514205.52,3300000000.0,0.03954976,0.03954976,517,0,0,1893972.29
907,1021881235.49,3300000000.0,0.30966098,0.30966098,456,0,0,2458911.19
908,110110053.36,3300000000.0,0.03336668,0.03336668,620,0,0,1818806.7
909,144749930.92,3300000000.0,0.04386362,0.04386362,523,0,0,1857031.65
910,1222904758.13,3916045376.0,0.31228054,0.31228054,369,0,0,2708684.64
911,188555945.87,3300000000.0,0.05713817,0.05713817,395,0,0,2020273.83
912,146194843.84,3300000000.0,0.04430147,0.04430147,461,0,0,1946644.48
913,137393356.78,3300000000.0,0.04163435,0.04163435,418,0,0,1806444.79
914,366945872.63,3372811305.0,0.10879526,0.10879526,393,0,0,1938147.4
915,130889702.3,3300000000.0,0.03966355,0.03966355,427,0,0,1922551.79
916,202075247.3,3300000000.0,0.06123492,0.06123492,551,0,0,1738344.78
917,435513295.66,4225733300.0,0.10306218,0.10306218,328,0,0,1962590.08
918,255873457.51,3300000000.0,0.07753741,0.07753741,573,0,0,1902781.94
919,157890314.33,3300000000.0,0.04784555,0.04784555,465,0,0,1840298.72
920,304486657.03,3300000000.0,0.09226868,0.09226868,551,0,0,2030061.51
921,279766952.79,3300000000.0,0.08477786,0.08477786,573,0,0,1868229.42
922,106694933.12,3300000000.0,0.0323318,0.0323318,555,0,0,1838589.2
923,191084465.44,3300000000.0,0.05790438,0.05790438,528,0,0,1890281.38
924,151054139.03,3300000000.0,0.04577398,0.04577398,464,0,0,1817770.18
925,299035475.95,3300000000.0,0.09061681,0.09061681,496,0,0,1987982.49
926,204618015.3,3300000000.0,0.06200546,0.06200546,448,0,0,1945894.69
927,130970251.54,3300000000.0,0.03968796,0.03968796,464,0,0,1910385.56
928,318863139.33,3329150614.0,0.09577913,0.09577913,396,0,0,1930338.37
929,149953638.18,3300000000.0,0.0454405,0.0454405,539,0,0,1852057.9
930,246573455.51,3300000000.0,0.07471923,0.07471923,486,0,0,2064135.73
931,343451023.63,3300000000.0,0.10407607,0.10407607,480,0,0,1823810.59
932,161132858.44,3300000000.0,0.04882814,0.04882814,537,0,0,1924637.75
933,1238551476.05,3300000000.0,0.37531863,0.37531863,427,0,0,2724093.12
934,98478965.09,3300000000.0,0.02984211,0.02984211,638,0,0,1935786.43
935,139362321.58,3300000000.0,0.04223101,0.04223101,528,0,0,1879150.2
936,186625791.52,3300000000.0,0.05655327,0.05655327,543,0,0,1936982.41
937,111133777.04,3300000000.0,0.0336769,0.0336769,526,0,0,1837372.21
938,126547342.51,3300000000.0,0.03834768,0.03834768,392,0,0,1806561.75
939,257272499.43,3300000000.0,0.07796136,0.07796136,384,0,0,2145578.62
940,199276306.81,3300000000.0,0.06038676,0.06038676,511,0,0,2013286.3
941,360366896.38,3300000000.0,0.10920209,0.10920209,477,0,0,1928220.09
942,105479116.03,3300000000.0,0.03196337,0.03196337,501,0,0,1831242.29
943,198535397.03,3437070364.0,0.05776297,0.05776297,363,0,0,1992542.37
944,101960065.71,3300000000.0,0.03089699,0.03089699,550,0,0,1896553.77
945,141565023.57,3300000000.0,0.04289849,0.04289849,444,0,0,1879564.67
946,927276537.19,3593260930.0,0.25805989,0.25805989,386,0,0,2605790.35
947,316113940.78,3690335681.0,0.08565994,0.08565994,394,0,0,1995692.09
948,112294933.61,3300000000.0,0.03402877,0.03402877,502,0,0,1901319.49
949,108364531.23,3300000000.0,0.03283774,0.03283774,609,0,0,1948582.29
950,206283547.59,3300000000.0,0.06251017,0.06251017,433,0,0,1885859.3
951,178075158.92,3300000000.0,0.05396217,0.05396217,469,0,0,1901668.94
952,763568410.42,3823921395.0,0.19968204,0.19968204,403,0,0,2708710.5
953,107574627.23,3300000000.0,0.03259837,0.03259837,627,0,0,1761717.71
954,127933366.5,3300000000.0,0.03876769,0.03876769,448,0,0,1934390.69
955,112384749.77,3300000000.0,0.03405598,0.03405598,628,0,0,1724430.68
956,106425935.91,3300000000.0,0.03225028,0.03225028,650,0,0,1881939.29
957,90875112.26,3300000000.0,0.02753791,0.02753791,481,0,0,1833327.2
958,245691207.21,3811355090.0,0.06446295,0.06446295,348,0,0,2056493.24
959,129939572.94,3300000000.0,0.03937563,0.03937563,448,0,0,1921317.95
960,189709667.44,3300000000.0,0.05748778,0.05748778,554,0,0,1852827.38
961,270310255.59,3300000000.0,0.0819122,0.0819122,509,0,0,1879051.09
962,350204662.08,3300000000.0,0.10612262,0.10612262,465,0,0,1889445.16
963,282445045.66,3300000000.0,0.08558941,0.08558941,469,0,0,1950761.3
964,94557181.17,3300000000.0,0.02865369,0.02865369,602,0,0,1763272.36
965,214370666.32,3300000000.0,0.06496081,0.06496081,466,0,0,1937115.14
966,1346064895.54,3450087620.0,0.39015383,0.39015383,387,0,0,2644725.43
967,165860086.11,3300000000.0,0.05026063,0.05026063,445,0,0,1894765.84
968,1039984246.29,3300000000.0,0.31514674,0.31514674,396,0,0,2562187.62
969,415690884.31,3868351766.0,0.10745943,0.10745943,413,0,0,1985351.72
970,128092150.94,3300000000.0,0.0388158,0.0388158,580,0,0,1913650.09
971,382504585.9,3300000000.0,0.11591048,0.11591048,460,0,0,2026712.61
972,443003105.94,3300000000.0,0.13424337,0.13424337,523,0,0,1991680.45
973,131867637.61,3300000000.0,0.03995989,0.03995989,512,0,0,1879723.82
974,135077706.35,3300000000.0,0.04093264,0.04093264,458,0,0,1835644.5
975,120593064.07,3300000000.0,0.03654335,0.03654335,649,0,0,1741274.54
976,355722946.91,3351844623.0,0.10612752,0.10612752,414,0,0,2064737.36
977,494852658.26,3720865599.0,0.13299396,0.13299396,372,0,0,2207290.86
978,435785962.6,3300000000.0,0.13205635,0.13205635,429,0,0,2161009.53
979,104607263.44,3300000000.0,0.03169917,0.03169917,593,0,0,1880557.91
980,164309846.15,3300000000.0,0.04979086,0.04979086,542,0,0,1782885.88
981,204131910.52,3300000000.0,0.06185815,0.06185815,442,0,0,1963994.04
982,227439512.92,3300000000.0,0.06892106,0.06892106,500,0,0,2013291.21
983,165234860.13,3300000000.0,0.05007117,0.05007117,435,0,0,1923153.73
984,244209253.26,3300000000.0,0.0740028,0.0740028,555,0,0,1822830.82
985,128277719.07,3300000000.0,0.03887204,0.03887204,560,0,0,1823012.74
986,185122015.15,3300000000.0,0.05609758,0.05609758,540,0,0,1881249.88
987,432800053.22,3300000000.0,0.13115153,0.13115153,424,0,0,2241808.58
988,228212904.5,3445716496.0,0.0662309,0.0662309,385,0,0,2012557.88
989,268239760.17,3549967334.0,0.07556119,0.07556119,396,0,0,2071507.55
990,271853138.93,3300000000.0,0.08237974,0.08237974,412,0,0,1939931.24
991,160842020.89,3300000000.0,0.04874001,0.04874001,484,0,0,1949142.02
992,107900122.72,3300000000.0,0.03269701,0.03269701,470,0,0,1884796.19
993,110403093.4,3300000000.0,0.03345548,0.03345548,558,0,0,1784456.66
994,97748118.83,3300000000.0,0.02962064,0.02962064,652,0,0,1832968.78
995,145061649.39,3300000000.0,0.04395808,0.04395808,415,0,0,1991547.03
996,119370894.86,3300000000.0,0.036173,0.036173,480,0,0,1871626.92
997,222104057.25,3571968223.0,0.06217974,0.06217974,391,0,0,1910658.64
998,379606635.94,3300000000.0,0.11503231,0.11503231,439,0,0,2167550.32
999,522661558.99,3300000000.0,0.15838229,0.15838229,553,0,0,2018283.31
1000,109422014.0,3300000000.0,0.03315819,0.03315819,523,0,0,1838283.2
1001,120776482.4,3300000000.0,0.03659893,0.03659893,499,0,0,1903839.89
1002,417932248.82,3300000000.0,0.12664614,0.12664614,487,0,0,2050700.35
1003,237706179.67,3300000000.0,0.07203218,0.07203218,576,0,0,1783007.8
1004,90139945.03,3300000000.0,0.02731513,0.02731513,639,0,0,1766494.2
1005,190411956.5,3300000000.0,0.05770059,0.05770059,484,0,0,1852594.04
1006,97565719.39,3300000000.0,0.02956537,0.02956537,537,0,0,1890687.42
1007,282517536.2,3300000000.0,0.08561137,0.08561137,505,0,0,1928574.97
1008,206081569.62,3300000000.0,0.06244896,0.06244896,468,0,0,1920811.15
1009,487558738.0,3300000000.0,0.14774507,0.14774507,462,0,0,1946823.18
1010,334151401.69,3300000000.0,0.101258,0.101258,559,0,0,1801705.83
1011,122575384.97,3300000000.0,0.03714406,0.03714406,525,0,0,1839104.94
1012,472814794.92,3628721193.0,0.13029791,0.13029791,437,0,0,2408635.92
1013,147783093.97,3300000000.0,0.04478276,0.04478276,369,0,0,1914279.48
1014,114669101.1,3300000000.0,0.03474821,0.03474821,644,0,0,1866216.7
1015,266325341.25,3300000000.0,0.08070465,0.08070465,400,0,0,1942979.89
1016,153099623.29,3300000000.0,0.04639383,0.04639383,436,0,0,1886440.99
1017,234190831.1,3300000000.0,0.07096692,0.07096692,516,0,0,1826346.5
1018,131100830.52,3300000000.0,0.03972752,0.03972752,513,0,0,1910066.72
1019,244035199.87,3783933020.0,0.06449247,0.06449247,371,0,0,2001710.15
1020,237484937.47,3300000000.0,0.07196513,0.07196513,542,0,0,1862892.78
1021,1472746810.08,3300000000.0,0.44628691,0.44628691,395,0,0,2709772.37
1022,117399387.09,3300000000.0,0.03557557,0.03557557,482,0,0,1850961.86
1023,124942216.76,3300000000.0,0.03786128,0.03786128,611,0,0,1755542.83
1024,317719806.04,3300000000.0,0.09627873,0.09627873,511,0,0,1834670.0
1025,153211989.72,3300000000.0,0.04642788,0.04642788,529,0,0,1831656.62
1026,185890902.26,3300000000.0,0.05633058,0.05633058,489,0,0,1918014.28
1027,677064932.15,3300000000.0,0.20517119,0.20517119,379,0,0,2595784.98
1028,109680531.98,3300000000.0,0.03323652,0.03323652,445,0,0,1962539.04
1029,124386491.91,3300000000.0,0.03769288,0.03769288,409,0,0,1945496.38
1030,128983546.35,3300000000.0,0.03908592,0.03908592,546,0,0,1904655.54
1031,109071736.04,3300000000.0,0.03305204,0.03305204,618,0,0,1851675.4
1032,149874658.75,3300000000.0,0.04541656,0.04541656,478,0,0,1978641.0
1033,178702531.0,3300000000.0,0.05415228,0.05415228,506,0,0,1962411.1
1034,515434777.37,3300000000.0,0.15619236,0.15619236,431,0,0,2242697.05
1035,138161481.99,3300000000.0,0.04186712,0.04186712,467,0,0,1884867.49
1036,108376117.95,3300000000.0,0.03284125,0.03284125,518,0,0,1894698.57
1037,132366498.72,3300000000.0,0.04011106,0.04011106,550,0,0,1820948.65
1038,177782904.99,3300000000.0,0.05387361,0.05387361,500,0,0,1777382.94
1039,162876559.0,3300000000.0,0.04935653,0.04935653,621,0,0,1839330.95
1040,198161846.83,3300000000.0,0.06004904,0.06004904,515,0,0,1887630.94
1041,171577157.15,3300000000.0,0.05199308,0.05199308,465,0,0,1876642.31
1042,333252735.24,3300000000.0,0.10098568,0.10098568,465,0,0,2045289.06
1043,118963513.17,3300000000.0,0.03604955,0.03604955,444,0,0,1869269.22
1044,103897449.37,3300000000.0,0.03148408,0.03148408,546,0,0,1943952.92
1045,117957346.76,3300000000.0,0.03574465,0.03574465,530,0,0,1853669.62
1046,124859067.23,3300000000.0,0.03783608,0.03783608,459,0,0,2088354.33
1047,233292900.1,3300000000.0,0.07069482,0.07069482,525,0,0,1871112.42
1048,161649951.7,3300000000.0,0.04898483,0.04898483,515,0,0,1845239.97
1049,176032387.74,3300000000.0,0.05334315,0.05334315,522,0,0,1926180.1
1050,367221220.63,3638615480.0,0.10092334,0.10092334,392,0,0,2225823.84
1051,166925674.12,3300000000.0,0.05058354,0.05058354,403,0,0,1938161.51
1052,123111013.12,3300000000.0,0.03730637,0.03730637,492,0,0,1954390.51
1053,141572679.17,3300000000.0,0.04290081,0.04290081,470,0,0,1868932.0
1054,151315277.46,3300000000.0,0.04585311,0.04585311,529,0,0,1852039.95
1055,115667233.06,3300000000.0,0.03505068,0.03505068,578,0,0,1840931.12
1056,102409057.3,3300000000.0,0.03103305,0.03103305,501,0,0,1967498.16
1057,265422123.24,3897391678.0,0.0681025,0.0681025,359,0,0,2004850.4
1058,104630104.68,3300000000.0,0.03170609,0.03170609,508,0,0,1876601.12
1059,442042941.8,3603002369.0,0.12268739,0.12268739,353,0,0,2323827.21
1060,338872468.27,3300000000.0,0.10268863,0.10268863,405,0,0,2075603.02
1061,164103475.85,3300000000.0,0.04972833,0.04972833,680,0,0,1821559.86
1062,126905787.03,3300000000.0,0.0384563,0.0384563,609,0,0,1897139.5
1063,90917909.58,3300000000.0,0.02755088,0.02755088,470,0,0,1874340.82
1064,405514067.4,3687404451.0,0.10997277,0.10997277,406,0,0,2260167.58
1065,123922323.66,3300000000.0,0.03755222,0.03755222,511,0,0,1829586.08
1066,355777178.26,4464438992.0,0.07969135,0.07969135,285,0,0,2460774.27
1067,128701074.42,3300000000.0,0.03900033,0.03900033,618,0,0,1797685.06
1068,143693270.77,3300000000.0,0.04354342,0.04354342,486,0,0,1854071.41
1069,210402864.66,3300000000.0,0.06375844,0.06375844,455,0,0,1837608.01
1070,229753364.8,3300000000.0,0.06962223,0.06962223,428,0,0,1987541.3
1071,157383098.47,3300000000.0,0.04769185,0.04769185,501,0,0,1922529.01
1072,174552987.44,3300000000.0,0.05289484,0.05289484,525,0,0,1951642.4
1073,104652339.22,3300000000.0,0.03171283,0.03171283,600,0,0,1909149.66
1074,95402755.65,3300000000.0,0.02890993,0.02890993,511,0,0,1784376.6
1075,149980592.05,3300000000.0,0.04544866,0.04544866,396,0,0,1880953.92
1076,185425789.69,3300000000.0,0.05618963,0.05618963,494,0,0,1976964.01
1077,661148048.95,3300000000.0,0.20034789,0.20034789,491,0,0,2016866.99
1078,129922912.01,3300000000.0,0.03937058,0.03937058,448,0,0,1987678.35
1079,274162942.32,3300000000.0,0.08307968,0.08307968,435,0,0,1914913.89
1080,214027414.27,3300000000.0,0.06485679,0.06485679,417,0,0,1970051.39
1081,102273106.99,3300000000.0,0.03099185,0.03099185,591,0,0,1940130.67
1082,156779642.32,3300000000.0,0.04750898,0.04750898,556,0,0,1842508.16
1083,229912671.24,3300000000.0,0.06967051,0.06967051,433,0,0,1961634.65
1084,399057461.42,3300000000.0,0.1209265,0.1209265,504,0,0,2226131.87
1085,303472764.94,3300000000.0,0.09196144,0.09196144,483,0,0,1854189.39
1086,241687186.23,3300000000.0,0.07323854,0.07323854,557,0,0,1784047.83
1087,383330830.32,3300000000.0,0.11616086,0.11616086,463,0,0,2028554.91
1088,121106314.0,3300000000.0,0.03669888,0.03669888,541,0,0,1833426.89
1089,306231319.14,3895335851.0,0.07861487,0.07861487,375,0,0,1989195.96
1090,445809304.38,3300000000.0,0.13509373,0.13509373,448,0,0,1841469.96
1091,194203420.21,3300000000.0,0.05884952,0.05884952,493,0,0,1878895.68
1092,305144794.56,3300000000.0,0.09246812,0.09246812,410,0,0,2108223.39
1093,95738136.71,3300000000.0,0.02901156,0.02901156,557,0,0,1833740.68
1094,233564988.03,3300000000.0,0.07077727,0.07077727,531,0,0,1784079.56
1095,101138322.12,3300000000.0,0.03064798,0.03064798,455,0,0,1860588.22
1096,155876977.27,3300000000.0,0.04723545,0.04723545,583,0,0,1824000.64
1097,193757035.96,3300000000.0,0.05871425,0.05871425,489,0,0,1942294.68
1098,88521623.32,3300000000.0,0.02682473,0.02682473,562,0,0,1782338.99
1099,354538720.06,3512832497.0,0.10092674,0.10092674,358,0,0,2189001.23
1100,119982029.12,3300000000.0,0.03635819,0.03635819,572,0,0,1849519.92
1101,91474733.05,3300000000.0,0.02771962,0.02771962,600,0,0,1846149.47
1102,140688396.94,3300000000.0,0.04263285,0.04263285,505,0,0,1847225.46
1103,235503338.74,3300000000.0,0.07136465,0.07136465,480,0,0,1896437.51
1104,177526507.71,3300000000.0,0.05379591,0.05379591,422,0,0,2008352.65
1105,111190997.11,3300000000.0,0.03369424,0.03369424,591,0,0,1828237.76
1106,285557180.46,3300000000.0,0.08653248,0.08653248,391,0,0,1898021.28
1107,137861235.85,3300000000.0,0.04177613,0.04177613,462,0,0,1897498.8
1108,98918891.81,3300000000.0,0.02997542,0.02997542,525,0,0,1873640.42
1109,746413345.36,3300000000.0,0.22618586,0.22618586,467,0,0,2246872.61
1110,147562497.45,3300000000.0,0.04471591,0.04471591,417,0,0,1874638.17
1111,550492951.38,4179896587.0,0.13170014,0.13170014,373,0,0,2024319.35
1112,118321508.55,3300000000.0,0.035855,0.035855,496,0,0,1989273.55
1113,219544113.44,3300000000.0,0.06652852,0.06652852,670,0,0,1793263.63
1114,389653649.0,3300000000.0,0.11807686,0.11807686,475,0,0,2041559.1
1115,152941160.06,3300000000.0,0.04634581,0.04634581,527,0,0,1981761.87
1116,207125251.28,3300000000.0,0.06276523,0.06276523,497,0,0,1852897.84
1117,271786898.73,4293913748.0,0.06329584,0.06329584,360,0,0,2107187.18
1118,172096853.02,3300000000.0,0.05215056,0.05215056,504,0,0,1898396.25
1119,100561135.54,3300000000.0,0.03047307,0.03047307,556,0,0,1979971.18
1120,146912587.49,3300000000.0,0.04451897,0.04451897,543,0,0,1868363.95
1121,103541265.93,3300000000.0,0.03137614,0.03137614,562,0,0,1878490.69
1122,652133405.9,3543112882.0,0.18405663,0.18405663,355,0,0,2638819.57
1123,429798273.24,3300000000.0,0.1302419,0.1302419,421,0,0,1929863.33
1124,88592489.6,3300000000.0,0.02684621,0.02684621,613,0,0,1805088.81
1125,223593090.04,4207122332.0,0.05314632,0.05314632,325,0,0,2246811.28
1126,140173032.4,3300000000.0,0.04247668,0.04247668,478,0,0,1930682.04
1127,453272705.17,3300000000.0,0.13735537,0.13735537,387,0,0,2164221.78
1128,96937225.78,3300000000.0,0.02937492,0.02937492,558,0,0,1865220.89
1129,118061696.82,3300000000.0,0.03577627,0.03577627,590,0,0,1866132.99
1130,109969709.43,3300000000.0,0.03332415,0.03332415,492,0,0,1920590.83
1131,151443968.04,3300000000.0,0.04589211,0.04589211,436,0,0,1807845.93
1132,100587670.05,3300000000.0,0.03048111,0.03048111,395,0,0,1861281.64
1133,129853512.99,3300000000.0,0.03934955,0.03934955,529,0,0,1906673.74
1134,97422864.24,3300000000.0,0.02952208,0.02952208,642,0,0,1742800.85
1135,229743696.94,4141028747.0,0.05547986,0.05547986,322,0,0,2236048.67
1136,227848941.0,3386739948.0,0.06727677,0.06727677,408,0,0,2046186.73
1137,151186236.66,3300000000.0,0.04581401,0.04581401,454,0,0,1875831.57
1138,149156771.02,3300000000.0,0.04519902,0.04519902,422,0,0,1947899.97
1139,159597827.05,3300000000.0,0.04836298,0.04836298,431,0,0,2074802.74
1140,1179375161.59,3863281644.0,0.30527807,0.30527807,374,0,0,2616451.98
1141,296034107.89,3693406028.0,0.08015206,0.08015206,389,0,0,1980780.46
1142,201901648.03,3300000000.0,0.06118232,0.06118232,421,0,0,2061726.98
1143,104489721.22,3300000000.0,0.03166355,0.03166355,510,0,0,1911594.61
1144,358732559.85,3300000000.0,0.10870684,0.10870684,451,0,0,1929752.88
1145,107406747.38,3300000000.0,0.0325475,0.0325475,471,0,0,1912976.89
1146,279175647.87,3300000000.0,0.08459868,0.08459868,518,0,0,1874702.6
1147,96944897.91,3300000000.0,0.02937724,0.02937724,454,0,0,2014293.95
1148,166126915.72,3916810887.0,0.04241382,0.04241382,344,0,0,1857854.45
1149,167448134.99,3300000000.0,0.05074186,0.05074186,538,0,0,1919697.87
1150,112123731.77,3300000000.0,0.03397689,0.03397689,445,0,0,1892802.44
1151,175380073.59,3300000000.0,0.05314548,0.05314548,512,0,0,1876055.59
1152,87515509.38,3300000000.0,0.02651985,0.02651985,528,0,0,1814827.82
1153,105615917.85,3300000000.0,0.03200482,0.03200482,494,0,0,1885148.65
1154,275212438.2,3300000000.0,0.08339771,0.08339771,476,0,0,2316877.77
1155,227296172.95,3300000000.0,0.06887763,0.06887763,526,0,0,1940992.95
1156,268980909.1,3300000000.0,0.08150937,0.08150937,538,0,0,1871065.36
1157,157334718.98,3300000000.0,0.04767719,0.04767719,480,0,0,1912311.47
1158,247942569.67,3300000000.0,0.07513411,0.07513411,484,0,0,1935849.42
1159,139092088.68,3300000000.0,0.04214912,0.04214912,436,0,0,1939994.3
1160,93284336.26,3300000000.0,0.02826798,0.02826798,560,0,0,1838112.56
1161,211031161.15,3300000000.0,0.06394884,0.06394884,417,0,0,1866489.65
1162,113699825.92,3300000000.0,0.03445449,0.03445449,546,0,0,1873264.67
1163,118006461.98,3300000000.0,0.03575953,0.03575953,572,0,0,1801776.46
1164,429298137.31,3300000000.0,0.13009034,0.13009034,438,0,0,1947058.41
1165,317748671.99,3300000000.0,0.09628748,0.09628748,473,0,0,1836405.13
1166,91767035.87,3300000000.0,0.02780819,0.02780819,663,0,0,1732271.6
1167,100360239.3,3300000000.0,0.03041219,0.03041219,452,0,0,1917091.48
1168,487592540.3,3982262209.0,0.12244109,0.12244109,347,0,0,2488523.0
1169,188889179.55,3300000000.0,0.05723915,0.05723915,484,0,0,1875422.2
1170,156984934.31,3300000000.0,0.04757119,0.04757119,478,0,0,1804145.05
1171,227056443.4,3300000000.0,0.06880498,0.06880498,486,0,0,1894754.76
1172,110502553.79,3300000000.0,0.03348562,0.03348562,456,0,0,1891494.45
1173,159330072.02,3300000000.0,0.04828184,0.04828184,459,0,0,1926284.0
1174,116388909.49,3300000000.0,0.03526937,0.03526937,530,0,0,1884502.1
1175,111816760.24,3300000000.0,0.03388387,0.03388387,657,0,0,1822200.85
1176,130323378.28,3300000000.0,0.03949193,0.03949193,494,0,0,1887803.2
1177,102413367.98,3300000000.0,0.03103435,0.03103435,549,0,0,1872377.23
1178,184602885.92,3300000000.0,0.05594027,0.05594027,499,0,0,1913535.31
1179,571500350.74,3300000000.0,0.17318192,0.17318192,575,0,0,2106656.9
1180,392923962.19,3932589613.0,0.09991481,0.09991481,362,0,0,2285415.51
1181,109621163.48,3300000000.0,0.03321853,0.03321853,539,0,0,1903670.66
1182,396560528.22,3564299633.0,0.11125903,0.11125903,430,0,0,2118975.81
1183,97343443.24,3300000000.0,0.02949801,0.02949801,607,0,0,1830040.89
1184,170520357.31,3300000000.0,0.05167284,0.05167284,380,0,0,1875902.44
1185,102501016.37,3300000000.0,0.03106091,0.03106091,556,0,0,1696090.5
1186,87113992.3,3300000000.0,0.02639818,0.02639818,574,0,0,1914531.68
1187,145794440.81,3300000000.0,0.04418013,0.04418013,441,0,0,1956733.42
1188,125589112.12,3300000000.0,0.03805731,0.03805731,495,0,0,1891433.43
1189,143715470.68,3300000000.0,0.04355014,0.04355014,477,0,0,1810703.44
1190,341571893.79,3767375013.0,0.09066575,0.09066575,366,0,0,2289703.96
1191,90423583.42,3300000000.0,0.02740109,0.02740109,512,0,0,1840770.8
1192,180310433.27,3300000000.0,0.05463953,0.05463953,441,0,0,1900036.71
1193,232107171.39,3300000000.0,0.07033551,0.07033551,407,0,0,1953191.1
1194,114518596.9,3300000000.0,0.03470261,0.03470261,425,0,0,1944203.44
1195,107948530.39,3300000000.0,0.03271168,0.03271168,580,0,0,1830982.63
1196,151974925.46,3441735437.0,0.04415648,0.04415648,360,0,0,1980529.61
1197,355356695.8,3300000000.0,0.10768385,0.10768385,388,0,0,2047820.98
1198,162695655.68,3300000000.0,0.04930171,0.04930171,480,0,0,1894954.73
1199,113511817.32,3300000000.0,0.03439752,0.03439752,514,0,0,1951525.88
1200,484325161.85,3300000000.0,0.1467652,0.1467652,500,0,0,1996600.04
1201,131180749.63,3300000000.0,0.03975174,0.03975174,566,0,0,1936570.53
1202,322876088.66,3300000000.0,0.09784124,0.09784124,552,0,0,2051670.39
1203,866318087.64,3300000000.0,0.26252063,0.26252063,517,0,0,2540514.41
1204,202972466.85,3300000000.0,0.06150681,0.06150681,422,0,0,1912658.61
1205,210824344.2,3300000000.0,0.06388616,0.06388616,415,0,0,2091242.99
1206,126874839.54,3300000000.0,0.03844692,0.03844692,479,0,0,1875725.41
1207,1321070015.1,4033694549.0,0.32750869,0.32750869,386,0,0,2831257.86
1208,256543563.95,3300000000.0,0.07774047,0.07774047,506,0,0,1993809.65
1209,118896876.87,3300000000.0,0.03602936,0.03602936,646,0,0,1861698.74
1210,248785837.35,3300000000.0,0.07538965,0.07538965,436,0,0,2104932.9
1211,111544650.18,3300000000.0,0.03380141,0.03380141,586,0,0,1823708.18
1212,111398233.91,3300000000.0,0.03375704,0.03375704,474,0,0,1813536.15
1213,177197109.33,3300000000.0,0.05369609,0.05369609,483,0,0,1886343.91
1214,257365093.76,3300000000.0,0.07798942,0.07798942,586,0,0,1842053.8
1215,99027933.93,3300000000.0,0.03000846,0.03000846,603,0,0,1875922.56
1216,108402867.38,3300000000.0,0.03284935,0.03284935,432,0,0,1825347.12
1217,223304435.21,3833352584.0,0.05825304,0.05825304,377,0,0,2163424.28
1218,171297670.43,3300000000.0,0.05190838,0.05190838,571,0,0,1891728.21
1219,92805132.48,3300000000.0,0.02812277,0.02812277,598,0,0,1793538.57
1220,424889522.56,3625631735.0,0.11719048,0.11719048,406,0,0,2076241.3
1221,142247398.14,3300000000.0,0.04310527,0.04310527,495,0,0,1813974.1
